다하, 71, 192
바바, 65, 150
다차, 99, 177
카바, 91, 142
카차, 95, 147
나카, 89, 156
라파, 77, 190
차차, 42, 182
나파, 41, 190
하라, 70, 193
카카, 43, 196
다사, 94, 146
나차, 65, 158
아마, 89, 182
아사, 46, 154
나바, 45, 166
파아, 71, 189
자자, 81, 188
자차, 63, 148
라자, 49, 188
나바, 56, 148
사파, 60, 154
가바, 64, 153
다사, 43, 196
타사, 45, 158
차바, 82, 171
다가, 99, 152
다타, 92, 192
타다, 44, 159
가가, 58, 187
파가, 96, 176
파카, 78, 161
아자, 95, 172
자타, 88, 159
하라, 73, 196
차라, 60, 166
바나, 47, 160
자사, 79, 162
아자, 98, 181
자타, 81, 168
아카, 61, 189
카나, 97, 184
파라, 62, 150
바바, 76, 141
아카, 52, 185
자다, 79, 185
사다, 69, 162
타타, 79, 166
차카, 77, 185
자마, 84, 149
타자, 96, 180
다사, 67, 185
차사, 60, 158
카차, 45, 167
바사, 91, 140
나사, 68, 199
자아, 81, 167
사파, 46, 148
파나, 51, 141
카바, 40, 199
다하, 94, 181
타차, 43, 172
타차, 98, 194
타자, 72, 187
자라, 76, 158
가사, 62, 172
가마, 75, 184
파마, 93, 161
하자, 63, 164
라사, 43, 192
가파, 94, 197
카마, 62, 142
나마, 95, 153
파카, 82, 168
가파, 44, 157
다카, 64, 165
가마, 51, 192
다마, 80, 194
타파, 99, 183
마타, 45, 173
다라, 83, 194
카가, 54, 140
나마, 73, 182
사라, 82, 189
마파, 51, 141
자사, 71, 181
자차, 57, 141
카나, 90, 150
다가, 68, 171
파바, 62, 153
차바, 86, 155
라라, 88, 168
아가, 73, 181
라차, 99, 176
다카, 77, 158
차카, 83, 179
바자, 91, 174
자아, 92, 172
아자, 79, 158
차마, 78, 164
다타, 66, 157
가카, 67, 159
바하, 94, 152
마가, 65, 160
라파, 78, 145
하차, 71, 161
라라, 94, 194
다아, 53, 194
하바, 68, 168
자마, 48, 156
타아, 45, 171
차마, 48, 196
카카, 90, 176
차바, 72, 144
나가, 69, 188
파아, 90, 176
나사, 92, 189
바바, 79, 148
타다, 48, 172
나사, 50, 155
나바, 96, 185
파라, 75, 187
하아, 51, 144
가파, 95, 198
나아, 50, 156
나차, 59, 173
마자, 76, 162
사차, 50, 157
사사, 51, 152
카카, 90, 151
아차, 57, 181
바바, 41, 161
바아, 97, 143
하타, 51, 185
타파, 57, 198
하나, 66, 147
사가, 42, 174
아마, 59, 185
하마, 69, 181
하차, 77, 188
마바, 72, 140
나마, 72, 171
카아, 79, 178
자사, 92, 199
하사, 56, 192
카아, 82, 182
라타, 64, 161
파하, 78, 158
타차, 43, 174
카나, 74, 165
차사, 76, 197
나가, 87, 166
사라, 49, 181
마라, 82, 157
자카, 44, 150
아바, 50, 167
자마, 78, 141
나아, 46, 170
라차, 98, 188
사가, 94, 158
가사, 49, 143
나파, 79, 177
다가, 93, 195
가라, 96, 142
파타, 79, 198
차라, 77, 165
라사, 51, 193
바자, 69, 143
파마, 87, 156
카마, 59, 162
다바, 46, 192
차사, 41, 177
다아, 54, 187
파바, 57, 192
하차, 58, 161
바마, 69, 190
자파, 40, 147
하사, 61, 189
아아, 96, 165
사나, 40, 197
파파, 56, 153
아자, 80, 169
라자, 99, 191
가파, 81, 167
타나, 57, 149
카파, 51, 166
마타, 45, 179
가자, 91, 199
사나, 45, 177
하나, 56, 151
가라, 48, 197
카바, 67, 197
라라, 49, 177
차차, 53, 164
자가, 62, 173
카다, 66, 168
카파, 85, 140
자카, 50, 192
아나, 82, 161
바아, 61, 194
타타, 95, 171
아마, 66, 163
다다, 42, 182
바자, 96, 181
카파, 70, 193
가카, 71, 187
카다, 44, 140
차가, 60, 189
차바, 71, 153
나차, 45, 168
자하, 55, 145
타사, 83, 197
파다, 52, 175
사다, 45, 159
바마, 93, 163
사하, 82, 144
파사, 84, 194
나타, 95, 199
카사, 54, 175
사자, 59, 140
다마, 51, 159
자파, 41, 162
하차, 46, 190
자마, 90, 159
라아, 94, 183
나나, 89, 151
하마, 95, 152
파가, 94, 163
라하, 98, 166
타가, 89, 141
가바, 72, 199
다라, 69, 153
하마, 50, 191
사나, 93, 147
바차, 99, 181
바타, 50, 166
자나, 84, 191
파가, 59, 183
자다, 59, 171
다아, 67, 192
가자, 83, 189
파차, 41, 188
마카, 63, 161
하카, 90, 178
가다, 63, 147
마다, 88, 199
카차, 52, 172
나가, 64, 157
자라, 79, 178
바자, 69, 178
차카, 88, 147
타파, 72, 167
나라, 52, 163
아차, 55, 198
라자, 88, 148
다가, 79, 189
아차, 75, 159
카바, 59, 181
마파, 98, 184
나하, 95, 163
카카, 88, 151
파자, 65, 196
다나, 61, 176
타타, 48, 195
라다, 66, 184
사차, 86, 199
나바, 99, 159
나카, 46, 163
나차, 54, 186
나카, 93, 177
마아, 68, 178
하사, 76, 191
바자, 43, 193
라라, 67, 198
바카, 98, 188
다하, 91, 140
타하, 87, 143
하나, 81, 179
사사, 69, 146
아나, 76, 162
가나, 66, 192
카다, 42, 183
타자, 91, 178
아타, 84, 143
바라, 40, 165
가파, 78, 168
다다, 73, 151
차차, 62, 184
차아, 86, 194
나차, 80, 167
마타, 41, 195
가나, 54, 193
파카, 73, 174
차바, 42, 171
타나, 48, 193
마사, 64, 146
가카, 55, 185
바나, 44, 162
파나, 77, 146
사아, 53, 146
자파, 51, 142
다다, 94, 153
라타, 85, 150
아하, 43, 146
타바, 83, 148
사라, 67, 192
사바, 80, 168
가바, 99, 175
마파, 71, 157
타타, 86, 153
파가, 99, 186
파카, 74, 143
다나, 68, 172
마하, 49, 160
타라, 80, 151
마자, 78, 169
가라, 42, 157
하자, 54, 193
파바, 49, 176
파아, 64, 163
나아, 72, 150
카아, 78, 186
바자, 67, 171
자파, 63, 173
바바, 98, 156
가차, 68, 170
하타, 56, 158
카하, 45, 169
하자, 55, 151
사나, 83, 191
차하, 64, 170
라바, 82, 159
라가, 48, 163
아자, 84, 143
아바, 50, 179
아다, 88, 165
아가, 56, 191
차나, 88, 177
나파, 43, 167
나차, 82, 182
타아, 85, 191
나자, 85, 142
자사, 91, 189
카나, 53, 193
바파, 65, 154
나아, 40, 162
타마, 91, 177
차자, 58, 168
다차, 53, 197
라바, 57, 194
차마, 75, 159
가바, 59, 199
차사, 88, 141
파가, 64, 156
차바, 57, 145
타바, 79, 179
다나, 66, 149
마사, 69, 166
타자, 55, 144
자사, 60, 141
가마, 46, 174
다가, 76, 147
가사, 82, 168
아자, 68, 153
마아, 50, 183
사파, 66, 171
라가, 58, 182
카타, 67, 199
바가, 70, 158
파카, 94, 189
나가, 81, 186
마다, 58, 194
자자, 82, 151
바라, 92, 196
타가, 72, 152
사마, 42, 150
하라, 79, 183
타파, 72, 152
가나, 71, 161
아하, 77, 182
사나, 50, 158
카카, 99, 151
타차, 52, 196
자아, 78, 167
나파, 93, 168
가다, 75, 186
아차, 58, 176
하타, 82, 194
마가, 83, 161
차차, 58, 174
라하, 46, 185
마하, 49, 165
나파, 97, 161
차다, 44, 152
가차, 75, 164
아카, 75, 199
나다, 46, 178
라파, 52, 143
차아, 81, 162
바타, 61, 146
가마, 84, 141
마나, 96, 189
나카, 51, 172
차차, 71, 140
라사, 90, 159
타라, 51, 161
하아, 43, 172
하가, 81, 186
차마, 96, 184
라아, 55, 194
라카, 77, 182
자파, 96, 185
바바, 92, 181
가마, 82, 178
다아, 58, 191
가차, 58, 146
하마, 87, 175
아나, 72, 159
카나, 67, 158
바타, 46, 199
아다, 76, 147
사아, 51, 161
하사, 47, 162
차나, 51, 180
타자, 49, 147
파아, 92, 141
마다, 78, 180
파차, 51, 192
하하, 88, 157
나마, 82, 173
카마, 75, 196
아라, 51, 161
아가, 72, 167
가다, 67, 150
다다, 98, 194
차타, 87, 160
타마, 63, 150
라나, 72, 158
차타, 69, 150
타가, 50, 159
타타, 49, 150
사나, 66, 181
타파, 62, 160
카차, 73, 175
바나, 47, 184
파라, 70, 179
자자, 40, 143
마사, 98, 170
카라, 53, 143
가타, 66, 143
아가, 85, 170
자사, 50, 177
다타, 48, 183
사나, 65, 178
타파, 41, 140
차나, 45, 180
다파, 93, 166
바마, 76, 149
자마, 51, 143
나타, 66, 160
아타, 45, 142
다바, 53, 145
자마, 62, 150
사가, 77, 142
아나, 81, 196
나파, 96, 192
자카, 78, 159
하하, 52, 173
자카, 55, 157
가다, 64, 163
카가, 90, 147
아가, 75, 190
가바, 95, 158
다차, 42, 153
라타, 70, 171
카가, 77, 154
바라, 53, 167
마바, 74, 140
파라, 50, 165
마가, 53, 173
차바, 74, 149
타아, 88, 166
라다, 63, 150
